id,timestamp,port,pps,bps,conf,action,attack_type,note
230,2026-05-14 19:55:49.127311,4,80197.5,4229.2,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
229,2026-05-14 19:54:44.223979,4,66717.6,3518.3,99.0,BLOCK,DDoS-Fallback,DDoS-Fallback
228,2026-05-14 19:53:40.328029,4,76205.4,4018.6,99.0,BLOCK,DDoS-Fallback,DDoS-Fallback
227,2026-05-14 19:52:38.147692,1,3707.1,195.5,99.0,BLOCK,DDoS-Fallback,DDoS-Fallback
226,2026-05-14 19:52:36.230787,4,75584.1,3985.9,99.0,BLOCK,DDoS-Fallback,DDoS-Fallback
225,2026-05-14 19:51:32.145619,4,76137.5,4015.1,99.0,BLOCK,DDoS-Fallback,DDoS-Fallback
224,2026-05-14 19:50:28.059226,4,102464.2,5403.4,99.0,BLOCK,DDoS-Fallback,DDoS-Fallback
223,2026-05-14 19:49:24.048896,4,75961.9,4005.8,99.0,BLOCK,DDoS-Fallback,DDoS-Fallback
222,2026-05-14 19:48:19.976632,4,74002.7,3902.5,99.0,BLOCK,DDoS-Fallback,DDoS-Fallback
221,2026-05-14 19:47:18.078163,1,2540.8,134.0,99.0,BLOCK,DDoS-Fallback,DDoS-Fallback
220,2026-05-14 19:47:16.090617,4,82873.2,4370.3,99.0,BLOCK,DDoS-Fallback,DDoS-Fallback
219,2026-05-14 19:46:11.968328,1,92240.6,4864.3,99.0,BLOCK,DDoS-Fallback,DDoS-Fallback
218,2026-05-14 19:46:11.896184,4,92200.7,4862.1,99.0,BLOCK,DDoS-Fallback,DDoS-Fallback
217,2026-05-14 19:45:06.819702,1,140723.0,7420.9,99.0,BLOCK,DDoS-Fallback,DDoS-Fallback
216,2026-05-14 19:45:06.729483,4,138299.7,7293.1,99.0,BLOCK,DDoS-Fallback,DDoS-Fallback
215,2026-05-14 19:43:03.878271,1,97275.8,5129.8,99.0,BLOCK,DDoS-Fallback,DDoS-Fallback
214,2026-05-14 19:43:03.784922,4,97271.8,5129.6,99.0,BLOCK,DDoS-Fallback,DDoS-Fallback
213,2026-05-14 07:05:29.005482,1,90287.5,4761.3,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
212,2026-05-14 07:05:28.911398,4,90346.4,4764.4,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
211,2026-05-14 05:47:34.253643,3,513921.9,0.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
210,2026-05-14 05:47:34.228159,3,513921.9,49179.1,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
209,2026-05-14 05:44:50.985688,3,3442278.0,0.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
208,2026-05-14 05:44:50.960683,3,3442278.0,141338.2,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
207,2026-05-14 05:43:48.086782,1,84452630.0,0.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
206,2026-05-14 05:43:48.062871,1,84452630.0,3463877.5,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
205,2026-05-14 05:43:47.152045,3,10077484.0,0.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
204,2026-05-14 05:43:47.018738,3,10077484.0,413334.3,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
203,2026-05-13 22:06:22.02643,1,13691.4,0.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
202,2026-05-13 22:06:21.970723,1,13691.4,561.9,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
201,2026-05-13 22:06:20.494611,2,10826.8,0.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
200,2026-05-13 22:06:20.369226,2,10826.8,444.1,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
199,2026-05-13 22:06:03.066494,4,32531.5,0.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
198,2026-05-13 22:06:03.043645,4,32531.5,1334.3,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
197,2026-05-13 22:06:00.48728,3,16989.3,0.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
196,2026-05-13 22:06:00.463577,3,16989.3,696.8,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
195,2026-05-13 21:58:59.426221,3,24476.4,0.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
194,2026-05-13 21:58:59.403634,3,24476.4,1003.9,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
193,2026-05-13 21:58:59.17839,1,25062.7,0.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
192,2026-05-13 21:58:59.080148,1,25062.7,1029.1,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
191,2026-05-13 21:58:58.85151,2,56594.9,0.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
190,2026-05-13 21:58:58.830024,2,56594.9,2321.3,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
189,2026-05-13 21:51:42.031328,2,57306.5,0.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
188,2026-05-13 21:51:42.008027,2,57306.5,2350.5,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
187,2026-05-13 21:51:37.830099,3,22208.6,0.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
186,2026-05-13 21:51:37.810137,3,22208.6,912.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
185,2026-05-13 21:51:37.696166,1,21426.0,0.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
184,2026-05-13 21:51:37.674324,1,21426.0,879.9,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
183,2026-05-13 21:38:22.946559,3,37111.4,0.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
182,2026-05-13 21:38:22.926593,3,37111.4,1531.4,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
181,2026-05-13 21:38:22.848658,1,38281.4,0.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
180,2026-05-13 21:38:22.827339,1,38281.4,1579.7,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
179,2026-05-13 21:37:40.670597,2,23984.0,0.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
178,2026-05-13 21:37:40.647061,2,23984.0,983.7,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
177,2026-05-13 21:36:44.43622,3,12834.1,0.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
176,2026-05-13 21:36:44.410749,3,12834.1,532.7,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
175,2026-05-13 21:36:44.335326,1,12515.3,0.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
174,2026-05-13 21:36:44.313209,1,12515.3,520.7,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
173,2026-05-13 21:36:39.475321,2,22416.6,0.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
172,2026-05-13 21:36:39.381611,2,22416.6,923.9,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
171,2026-05-13 21:35:14.243215,2,33096.0,0.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
170,2026-05-13 21:35:14.222793,2,33096.0,1382.8,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
169,2026-05-13 21:34:33.942518,3,12543.3,0.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
168,2026-05-13 21:34:33.837995,3,12543.3,525.7,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
167,2026-05-13 21:34:33.182393,1,12503.8,0.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
166,2026-05-13 21:34:33.150977,1,12503.8,523.9,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
165,2026-05-13 21:34:01.948257,2,15204.5,0.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
164,2026-05-13 21:34:01.915657,2,15204.5,631.6,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
163,2026-05-13 21:31:57.520745,2,15235.4,0.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
162,2026-05-13 21:31:57.499279,2,15235.4,628.8,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
161,2026-05-13 21:28:11.520368,2,12874.6,0.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
160,2026-05-13 21:28:11.482615,2,12874.6,530.9,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
159,2026-05-13 21:00:50.24453,3,11819.7,0.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
158,2026-05-13 21:00:50.216404,3,11819.7,505.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
157,2026-05-13 21:00:50.108156,1,12440.9,0.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
156,2026-05-13 21:00:50.080928,1,12440.9,531.3,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
155,2026-05-13 21:00:11.151683,2,19179.5,0.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
154,2026-05-13 21:00:11.122606,2,19179.5,816.2,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
153,2026-05-13 20:58:53.106235,2,10144.3,0.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
152,2026-05-13 20:58:53.060054,2,10144.3,436.4,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
151,2026-05-13 20:57:22.883544,2,16067.8,0.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
150,2026-05-13 20:57:22.854756,2,16067.8,696.9,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
149,2026-05-13 18:06:28.576598,2,154886.2,0.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
148,2026-05-13 18:06:28.538175,2,154886.2,6385.3,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
147,2026-05-13 17:46:07.411314,2,1123681.5,0.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
146,2026-05-13 17:46:07.386892,2,1123681.5,46107.7,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
145,2026-05-13 17:44:37.272504,2,852887.2,0.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
144,2026-05-13 17:44:37.236755,2,852887.2,34994.8,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
143,2026-05-13 17:43:25.709489,2,780308.2,0.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
142,2026-05-13 17:43:25.645841,2,780308.2,32018.2,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
141,2026-05-13 17:42:22.261621,2,881807.5,0.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
140,2026-05-13 17:42:22.205892,2,881807.5,36181.7,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
139,2026-05-13 17:40:59.322609,2,827491.1,0.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
138,2026-05-13 17:40:59.273938,2,827491.1,33948.2,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
137,2026-05-13 17:39:53.862969,3,1723076.2,0.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
136,2026-05-13 17:39:53.84176,3,1723076.2,70680.8,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
135,2026-05-13 17:39:25.840164,2,1231084.8,0.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
134,2026-05-13 17:39:25.792823,2,1231084.8,50509.6,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
133,2026-05-13 17:38:19.71191,2,1184620.9,0.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
132,2026-05-13 17:38:19.663619,2,1184620.9,48597.2,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
131,2026-05-13 17:36:43.375519,2,1194745.5,0.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
130,2026-05-13 17:36:43.353719,2,1194745.5,49025.2,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
129,2026-05-13 17:35:37.786888,2,1305811.4,0.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
128,2026-05-13 17:35:37.74488,2,1305811.4,53581.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
127,2026-05-13 17:34:34.268179,2,1385768.5,0.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
126,2026-05-13 17:34:34.229586,2,1385768.5,56857.6,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
125,2026-05-13 17:31:40.246595,2,1152618.2,47281.7,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
124,2026-05-13 17:30:37.693219,2,1033250.4,42389.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
123,2026-05-13 17:29:34.779097,2,568737.5,23337.6,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
122,2026-05-13 17:27:56.628556,2,1288241.5,52984.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
121,2026-05-13 17:26:14.45349,3,59458.3,4086.6,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
120,2026-05-13 17:26:07.891608,3,55605.5,3847.5,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
119,2026-05-13 17:26:00.835014,3,15506.9,1065.3,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
118,2026-05-13 17:25:45.702811,2,12707809.0,521553.9,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
117,2026-05-13 17:25:38.659182,1,33051.5,2274.2,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
116,2026-05-13 17:24:43.813871,3,15891.4,1089.1,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
115,2026-05-13 17:24:43.658393,2,21318024.0,875025.1,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
114,2026-05-13 17:24:35.549305,3,19025.3,1306.2,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
113,2026-05-13 17:24:35.378652,1,19219.0,1316.6,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
112,2026-05-13 17:24:35.055469,2,10994816.0,451270.8,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
111,2026-05-13 17:24:25.702053,2,16506997.0,677570.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
110,2026-05-13 17:24:15.642987,3,10495.4,718.6,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
109,2026-05-13 17:24:15.449659,1,10527.6,721.9,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
108,2026-05-13 17:24:14.974827,2,28385224.0,1165066.1,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
107,2026-05-13 17:24:07.27208,2,10014654.0,411066.3,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
106,2026-05-13 17:23:59.611754,3,40934.7,2818.0,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
105,2026-05-13 17:23:52.416839,3,55364.1,3806.3,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
104,2026-05-13 17:23:32.924826,3,57495.5,3947.6,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
103,2026-05-13 17:23:22.19975,3,66623.5,4593.3,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
102,2026-05-13 17:23:13.282454,3,59764.2,4113.4,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
101,2026-05-13 17:23:00.417436,1,10228.4,706.2,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
100,2026-05-13 17:23:00.253493,2,23166070.0,950853.3,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
99,2026-05-13 17:22:51.788826,2,1132927.5,46468.6,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
98,2026-05-13 17:22:50.79335,2,9988519.0,409938.1,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
97,2026-05-13 17:22:43.72715,2,1118027.8,45857.7,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
96,2026-05-13 17:22:42.841766,2,10972922.0,450388.2,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
95,2026-05-13 17:22:34.108214,2,932640.8,38253.2,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
94,2026-05-13 17:22:33.618565,2,15806870.0,648815.9,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
93,2026-05-13 17:22:25.547329,2,38672648.0,1587328.5,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
92,2026-05-13 17:22:11.705098,3,50036.6,3496.1,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
91,2026-05-13 17:21:59.276729,3,56532.5,3905.2,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
90,2026-05-13 17:21:50.923069,3,17771.1,1219.4,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
89,2026-05-13 17:21:44.042191,3,15832.3,1096.4,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
88,2026-05-13 17:21:34.230091,3,19580.6,1368.9,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
87,2026-05-13 17:21:34.084274,1,19151.5,1339.6,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
86,2026-05-13 17:21:25.275186,2,842484.6,34555.8,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
85,2026-05-13 17:19:51.296947,2,906780.2,37193.4,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
84,2026-05-13 17:19:07.495082,2,1037382.8,42549.4,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
83,2026-05-13 17:18:51.564466,2,8887106.0,364524.4,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
82,2026-05-13 17:18:42.59729,2,5356698.5,219718.1,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
81,2026-05-13 17:17:56.098738,2,9653424.0,395963.4,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
80,2026-05-13 17:13:43.225012,2,1038872.8,42612.1,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
79,2026-05-13 17:13:39.126303,2,1129045.8,46310.4,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
78,2026-05-13 17:13:08.664569,3,7410531.0,303947.6,99.0,BLOCK,DDoS-Anomaly,DDoS-Anomaly
